Body,Head,Head Coverage,Std_Confidence,PCA_Confidence,Positive Examples,Body size,PCA Body size,Functional_variable
?e  country  ?b  ?e  isPartOf  ?a   ,?a  country  ?b,0.137126104,0.703541508,0.962741011,3695,5252,3838,?a
?a  author  ?b  ?a  executiveProducer  ?b   ,?a  creator  ?b,0.053695955,0.733333333,0.9625,77,105,80,?a
?b  doctoralAdvisor  ?a   ,?a  doctoralStudent  ?b,0.763636364,0.802547771,0.961832061,126,157,131,?b
?f  class  ?b  ?a  family  ?f   ,?a  class  ?b,0.510927223,0.916984006,0.960893855,2408,2626,2506,?a
?e  division  ?b  ?e  order  ?a   ,?a  division  ?b,0.067988669,0.470588235,0.96,48,102,50,?a
?b  countySeat  ?a   ,?a  region  ?b,0.041537782,0.070096943,0.959183673,94,1341,98,?a
?b  parent  ?a   ,?a  child  ?b,0.539556962,0.521406728,0.957865169,341,654,356,?b
?e  artist  ?b  ?e  previousWork  ?a   ,?a  artist  ?b,0.187586207,0.900662252,0.957746479,136,151,142,?a
?b  doctoralStudent  ?a   ,?a  doctoralAdvisor  ?b,0.802547771,0.763636364,0.954545455,126,165,132,?a
?b  previousWork  ?a   ,?a  subsequentWork  ?b,0.828402367,0.822722821,0.954545455,840,1021,880,?a
?e  kingdom  ?b  ?e  order  ?a   ,?a  kingdom  ?b,0.040595058,0.476331361,0.952662722,161,338,169,?a
?b  neighboringMunicipality  ?a   ,?a  neighboringMunicipality  ?b,0.932692308,0.932692308,0.952536825,582,624,611,?b
?f  country  ?b  ?a  formerBroadcastNetwork  ?f   ,?a  locationCountry  ?b,0.024183797,0.909090909,0.952380952,40,44,42,?a
?a  formerBroadcastNetwork  ?f  ?f  locationCountry  ?b   ,?a  locationCountry  ?b,0.024183797,0.909090909,0.952380952,40,44,42,?a
?a  isPartOf  ?f  ?b  part  ?f   ,?a  isPartOf  ?b,0.129538722,0.951211933,0.951211933,3061,3218,3218,?a
?f  division  ?b  ?a  family  ?f   ,?a  division  ?b,0.134560907,0.555555556,0.95,95,171,100,?a
?b  largestCity  ?a   ,?a  isPartOf  ?b,0.054506983,0.830967742,0.948453608,1288,1550,1358,?a
?e  isPartOf  ?b  ?e  part  ?a   ,?a  isPartOf  ?b,0.080067711,0.666431842,0.948370927,1892,2839,1995,?a
?a  europeanAffiliation  ?f  ?f  europeanParliamentGroup  ?b   ,?a  europeanParliamentGroup  ?b,0.6,0.452830189,0.947368421,72,159,76,?a
?b  leftTributary  ?a   ,?a  riverMouth  ?b,0.15727003,0.803030303,0.946428571,53,66,56,?a
?e  family  ?a  ?e  phylum  ?b   ,?a  phylum  ?b,0.160222613,0.733243968,0.946366782,547,746,578,?a
?b  predecessor  ?a  ?a  predecessor  ?b   ,?a  successor  ?b,0.09275017,0.926870748,0.946180556,545,588,576,?a
?b  predecessor  ?a  ?a  primeMinister  ?b   ,?a  successor  ?b,0.038461538,0.930041152,0.945606695,226,243,239,?a
?a  affiliation  ?f  ?f  state  ?b   ,?a  state  ?b,0.014619061,0.684210526,0.945454545,52,76,55,?a
?f  artist  ?b  ?a  subsequentWork  ?f   ,?a  artist  ?b,0.187586207,0.883116883,0.944444444,136,154,144,?a
?e  division  ?a  ?e  locationCountry  ?b   ,?a  locationCountry  ?b,0.010278114,0.333333333,0.944444444,17,51,18,?a
?f  country  ?b  ?a  locationCity  ?f   ,?a  locationCountry  ?b,0.333736397,0.611973392,0.943589744,552,902,585,?a
?a  family  ?f  ?f  phylum  ?b   ,?a  phylum  ?b,0.520796719,0.893018584,0.942236354,1778,1991,1887,?a
?b  president  ?a  ?a  successor  ?b   ,?a  vicePresident  ?b,0.442176871,0.247148289,0.942028986,65,263,69,?b
?b  isPartOf  ?a   ,?a  district  ?b,0.134363853,0.004782057,0.941666667,113,23630,120,?a
?a  director  ?b  ?a  starring  ?b   ,?a  author  ?b,0.023188406,0.228571429,0.941176471,16,70,17,?b
?a  executiveProducer  ?b  ?a  voice  ?b   ,?a  creator  ?b,0.011157601,0.695652174,0.941176471,16,23,17,?a
?f  country  ?b  ?a  leaderName  ?f   ,?a  country  ?b,0.012098271,0.840206186,0.939481268,326,388,347,?a
?a  author  ?b  ?a  director  ?b   ,?a  creator  ?b,0.032078103,0.647887324,0.93877551,46,71,49,?a
?e  division  ?b  ?e  family  ?a   ,?a  division  ?b,0.086402266,0.409395973,0.938461538,61,149,65,?a
?a  developer  ?b   ,?a  computingPlatform  ?b,0.017647059,0.034562212,0.9375,15,434,16,?b
?e  languageFamily  ?b  ?e  spokenIn  ?a   ,?a  languageFamily  ?b,0.036144578,0.011591963,0.9375,15,1294,16,?a
?e  isPartOfWineRegion  ?a  ?e  similar  ?b   ,?a  subregion  ?b,0.132743363,0.9375,0.9375,15,16,16,?b
?b  largestCity  ?a   ,?a  region  ?b,0.044631021,0.06516129,0.935185185,101,1550,108,?a
?a  governor  ?b  ?b  successor  ?a   ,?a  predecessor  ?b,0.016949153,0.893617021,0.933333333,84,94,90,?b
?f  country  ?b  ?a  region  ?f   ,?a  country  ?b,0.030579678,0.560163154,0.933182333,824,1471,883,?a
?b  region  ?a   ,?a  countySeat  ?b,0.070096943,0.041537782,0.930693069,94,2263,101,?b
?e  manufacturer  ?b  ?e  successor  ?a   ,?a  manufacturer  ?b,0.24691358,0.869565217,0.930232558,80,92,86,?a
?b  department  ?a   ,?a  part  ?b,0.014841781,0.360544218,0.929824561,53,147,57,?b
?f  sisterNewspaper  ?a  ?b  sisterNewspaper  ?f   ,?a  sisterNewspaper  ?b,1,0.928571429,0.928571429,182,196,196,?a
?a  sisterNewspaper  ?f  ?b  sisterNewspaper  ?f   ,?a  sisterNewspaper  ?b,1,0.928571429,0.928571429,182,196,196,?a
?f  sisterNewspaper  ?b  ?a  sisterNewspaper  ?f   ,?a  sisterNewspaper  ?b,1,0.928571429,0.928571429,182,196,196,?a
?e  sisterNewspaper  ?a  ?e  sisterNewspaper  ?b   ,?a  sisterNewspaper  ?b,1,0.928571429,0.928571429,182,196,196,?a
?f  monarch  ?b  ?a  spouse  ?f   ,?a  monarch  ?b,0.012048193,0.764705882,0.928571429,13,17,14,?a
?e  monarch  ?b  ?e  spouse  ?a   ,?a  monarch  ?b,0.012048193,0.684210526,0.928571429,13,19,14,?a
?e  family  ?a  ?e  order  ?b   ,?a  order  ?b,0.192001516,0.775057383,0.926806953,1013,1307,1093,?a
?f  creator  ?b  ?a  spouse  ?f   ,?a  creator  ?b,0.017433752,0.892857143,0.925925926,25,28,27,?a
?e  creator  ?b  ?e  spouse  ?a   ,?a  creator  ?b,0.017433752,0.806451613,0.925925926,25,31,27,?a
?a  deputy  ?b  ?b  predecessor  ?a   ,?a  successor  ?b,0.022123894,0.909090909,0.921985816,130,143,141,?a
?a  class  ?f  ?f  phylum  ?b   ,?a  phylum  ?b,0.096367897,0.826633166,0.921568627,329,398,357,?a
?a  isPartOfWineRegion  ?f  ?f  subregion  ?b   ,?a  similar  ?b,0.995192308,0.370304114,0.92,207,559,225,?a
?e  similar  ?b  ?a  similar  ?e   ,?a  similar  ?b,0.995192308,0.92,0.92,207,225,225,?a
?f  isPartOf  ?a  ?b  part  ?f   ,?a  region  ?b,0.0101635,0.021636877,0.92,23,1063,25,?a
?e  country  ?b  ?e  formerBroadcastNetwork  ?a   ,?a  locationCountry  ?b,0.013905683,0.575,0.92,23,40,25,?a
?e  formerBroadcastNetwork  ?a  ?e  locationCountry  ?b   ,?a  locationCountry  ?b,0.013905683,0.575,0.92,23,40,25,?a
?a  influencedBy  ?f  ?f  region  ?b   ,?a  region  ?b,0.035351304,0.2,0.91954023,80,400,87,?a
?e  similar  ?a  ?e  similar  ?b   ,?a  similar  ?b,0.927884615,0.853982301,0.919047619,193,226,210,?a
?b  bandMember  ?a   ,?a  associatedMusicalArtist  ?b,0.065994518,0.833252662,0.916910786,3443,4132,3755,?a
?b  bandMember  ?a   ,?a  associatedBand  ?b,0.065994518,0.833252662,0.916910786,3443,4132,3755,?a
?b  similar  ?a   ,?a  similar  ?b,0.846153846,0.846153846,0.916666667,176,208,192,?a
?e  capital  ?a  ?e  timeZone  ?b   ,?a  timeZone  ?b,0.010222275,0.551282051,0.914893617,86,156,94,?a
?b  predecessor  ?a  ?b  president  ?a   ,?a  successor  ?b,0.034547311,0.875,0.914414414,203,232,222,?a
?b  part  ?a   ,?a  department  ?b,0.360544218,0.014841781,0.913793103,53,3571,58,?a
?f  manufacturer  ?b  ?a  predecessor  ?f   ,?a  manufacturer  ?b,0.259259259,0.84,0.913043478,84,100,92,?a
?e  class  ?b  ?e  order  ?a   ,?a  class  ?b,0.052620412,0.542669584,0.911764706,248,457,272,?a
?e  order  ?a  ?e  phylum  ?b   ,?a  phylum  ?b,0.045401289,0.490506329,0.911764706,155,316,170,?a
?a  city  ?f  ?f  country  ?b   ,?a  country  ?b,0.027313887,0.408208541,0.909765142,736,1803,809,?a
?a  leaderName  ?f  ?f  party  ?b   ,?a  leaderParty  ?b,0.010683761,0.041666667,0.909090909,10,240,11,?a
?a  notableWork  ?f  ?b  previousWork  ?f   ,?a  notableWork  ?b,0.05952381,0.4,0.909090909,10,25,11,?b
?b  predecessor  ?a  ?b  president  ?a   ,?a  vicePresident  ?b,0.401360544,0.254310345,0.907692308,59,232,65,?b
?e  manufacturer  ?b  ?e  predecessor  ?a   ,?a  manufacturer  ?b,0.240740741,0.838709677,0.906976744,78,93,86,?a
?a  president  ?b  ?b  successor  ?a   ,?a  predecessor  ?b,0.040960452,0.771863118,0.90625,203,263,224,?b
?b  manager  ?a  ?a  managerClub  ?b   ,?a  team  ?b,0.013718229,0.827411168,0.905555556,163,197,180,?b
?a  associate  ?f  ?b  deputy  ?f   ,?a  associate  ?b,0.043181818,0.487179487,0.904761905,19,39,21,?b
?f  creator  ?b  ?a  relative  ?f   ,?a  creator  ?b,0.026499303,0.844444444,0.904761905,38,45,42,?a
?a  country  ?f  ?f  timeZone  ?b   ,?a  timeZone  ?b,0.435516463,0.25939823,0.904021712,3664,14125,4053,?a
?b  vicePresident  ?a   ,?a  president  ?b,0.053112756,0.829931973,0.903703704,122,147,135,?a
?f  class  ?b  ?a  class  ?f   ,?a  class  ?b,0.023764057,0.903225806,0.903225806,112,124,124,?a
?e  similar  ?b  ?a  subregion  ?e   ,?a  subregion  ?b,0.247787611,0.903225806,0.903225806,28,31,31,?b
?f  country  ?b  ?a  owningCompany  ?f   ,?a  locationCountry  ?b,0.016928658,0.56,0.903225806,28,50,31,?a
?b  associate  ?a  ?a  predecessor  ?b   ,?a  associate  ?b,0.040909091,0.818181818,0.9,18,22,20,?b
?e  channel  ?b  ?e  previousWork  ?a   ,?a  channel  ?b,0.034416826,0.418604651,0.9,36,86,40,?a
?b  author  ?a  ?b  executiveProducer  ?a   ,?a  knownFor  ?b,0.013910355,0.085714286,0.9,9,105,10,?b
?a  notableWork  ?f  ?f  subsequentWork  ?b   ,?a  notableWork  ?b,0.053571429,0.409090909,0.9,9,22,10,?b
?e  governorGeneral  ?a  ?e  monarch  ?b   ,?a  monarch  ?b,0.033364226,0.87804878,0.9,36,41,40,?a
?e  locationCity  ?a  ?e  locationCountry  ?b   ,?a  country  ?b,0.010279819,0.665865385,0.899350649,277,416,308,?a
?f  manufacturer  ?b  ?a  successor  ?f   ,?a  manufacturer  ?b,0.24382716,0.840425532,0.897727273,79,94,88,?a
?e  isPartOf  ?a  ?e  timeZone  ?b   ,?a  timeZone  ?b,0.131106621,0.334343741,0.896747967,1103,3299,1230,?a
?e  isPartOf  ?a  ?e  politicalPartyInLegislature  ?b   ,?a  politicalPartyInLegislature  ?b,0.143812709,0.895833333,0.895833333,43,48,48,?b
?a  composer  ?b  ?a  creator  ?b   ,?a  executiveProducer  ?b,0.018162393,0.666666667,0.894736842,34,51,38,?a
?e  governor  ?a  ?e  region  ?b   ,?a  region  ?b,0.015024304,0.354166667,0.894736842,34,96,38,?a
?b  source  ?a   ,?a  riverMouth  ?b,0.023738872,0.137931034,0.888888889,8,58,9,?a
?a  locationCity  ?b  ?a  regionServed  ?b   ,?a  foundationPlace  ?b,0.010781671,0.347826087,0.888888889,8,23,9,?a
?f  languageFamily  ?b  ?a  spokenIn  ?f   ,?a  languageFamily  ?b,0.019277108,0.888888889,0.888888889,8,9,9,?a
?e  ethnicity  ?b  ?e  relative  ?a   ,?a  ethnicity  ?b,0.03652968,0.25,0.888888889,8,32,9,?a
?a  executiveProducer  ?b  ?a  starring  ?b   ,?a  narrator  ?b,0.042780749,0.078431373,0.888888889,8,102,9,?a
?f  isPartOf  ?b  ?a  nearestCity  ?f   ,?a  nearestCity  ?b,0.034042553,0.039800995,0.888888889,8,201,9,?b
?e  influencedBy  ?a  ?e  region  ?b   ,?a  region  ?b,0.021210782,0.234146341,0.888888889,48,205,54,?a
?e  child  ?a  ?e  creator  ?b   ,?a  creator  ?b,0.011157601,0.64,0.888888889,16,25,18,?a
?e  nationalAffiliation  ?b  ?a  politicalPartyInLegislature  ?e   ,?a  politicalPartyInLegislature  ?b,0.026755853,0.666666667,0.888888889,8,12,9,?b
?a  associate  ?f  ?f  region  ?b   ,?a  region  ?b,0.020768891,0.635135135,0.886792453,47,74,53,?a
?b  associate  ?a  ?a  successor  ?b   ,?a  associate  ?b,0.088636364,0.829787234,0.886363636,39,47,44,?b
?b  part  ?a   ,?a  isPartOf  ?b,0.096022006,0.635396248,0.885982038,2269,3571,2561,?a
?f  country  ?b  ?a  headquarter  ?f   ,?a  country  ?b,0.019668968,0.501419111,0.884808013,530,1057,599,?a
?b  predecessor  ?a   ,?a  successor  ?b,0.698604493,0.828288943,0.883365612,4105,4956,4647,?a
?a  predecessor  ?b  ?b  successor  ?a   ,?a  parent  ?b,0.172782875,0.027527406,0.8828125,113,4105,128,?a
?f  country  ?b  ?a  headquarter  ?f   ,?a  locationCountry  ?b,0.170495768,0.26679281,0.878504673,282,1057,321,?a
?e  creator  ?b  ?e  relative  ?a   ,?a  creator  ?b,0.029986053,0.826923077,0.87755102,43,52,49,?a
?f  country  ?b  ?a  foundationPlace  ?f   ,?a  locationCountry  ?b,0.060459492,0.318471338,0.877192982,100,314,114,?a
?b  partner  ?a   ,?a  partner  ?b,0.561576355,0.561576355,0.876923077,114,203,130,?b
?a  broadcastNetwork  ?f  ?f  locationCountry  ?b   ,?a  locationCountry  ?b,0.042926239,0.401129944,0.87654321,71,177,81,?a
?b  child  ?f  ?a  foundedBy  ?f   ,?a  foundedBy  ?b,0.010835913,0.636363636,0.875,7,11,8,?b
?a  designer  ?f  ?b  keyPerson  ?f   ,?a  manufacturer  ?b,0.021604938,0.304347826,0.875,7,23,8,?a
?a  nationality  ?b  ?a  residence  ?b   ,?a  citizenship  ?b,0.023026316,0.038674033,0.875,7,181,8,?a
?b  owner  ?a  ?b  parentCompany  ?a   ,?a  subsidiary  ?b,0.032332564,0.325581395,0.875,14,43,16,?b
?b  owningCompany  ?a  ?b  parentCompany  ?a   ,?a  subsidiary  ?b,0.032332564,0.325581395,0.875,14,43,16,?b
?f  child  ?a  ?b  child  ?f   ,?a  relation  ?b,0.027667984,0.076923077,0.875,7,91,8,?b
?f  bodyStyle  ?b  ?a  vehicle  ?f   ,?a  bodyStyle  ?b,0.022435897,0.875,0.875,7,8,8,?a
?f  layout  ?b  ?a  vehicle  ?f   ,?a  layout  ?b,0.033816425,0.875,0.875,7,8,8,?a
?e  locationCountry  ?b  ?e  product  ?a   ,?a  locationCountry  ?b,0.012696493,0.038745387,0.875,21,542,24,?a
?b  nationalAffiliation  ?f  ?a  politicalPartyOfLeader  ?f   ,?a  politicalPartyInLegislature  ?b,0.046822742,0.388888889,0.875,14,36,16,?b
?a  broadcastNetwork  ?f  ?f  country  ?b   ,?a  locationCountry  ?b,0.04171705,0.408284024,0.873417722,69,169,79,?a
?e  region  ?a  ?e  state  ?b   ,?a  state  ?b,0.046106269,0.621212121,0.872340426,164,264,188,?a
?e  associate  ?a  ?e  region  ?b   ,?a  region  ?b,0.020768891,0.61038961,0.87037037,47,77,54,?a
?e  commandStructure  ?a  ?e  militaryBranch  ?b   ,?a  militaryBranch  ?b,0.017980636,0.541666667,0.866666667,26,48,30,?a
?b  ground  ?a  ?a  owner  ?b   ,?a  tenant  ?b,0.095238095,0.577777778,0.866666667,26,45,30,?b
?f  channel  ?b  ?a  subsequentWork  ?f   ,?a  channel  ?b,0.037284895,0.443181818,0.866666667,39,88,45,?a
?a  affiliation  ?f  ?f  parentOrganisation  ?b   ,?a  affiliation  ?b,0.012298959,0.866666667,0.866666667,26,30,30,?a
?e  distributor  ?b  ?e  previousWork  ?a   ,?a  distributor  ?b,0.09253601,0.718644068,0.865306122,212,295,245,?a
?a  associate  ?f  ?f  deputy  ?b   ,?a  associate  ?b,0.043181818,0.575757576,0.863636364,19,33,22,?b
?b  associate  ?a   ,?a  associate  ?b,0.818181818,0.818181818,0.863309353,360,440,417,?b
?b  subsidiary  ?a   ,?a  parentCompany  ?b,0.173945783,0.533487298,0.861940299,231,433,268,?a
?b  followingEvent  ?a   ,?a  previousEvent  ?b,0.300970874,0.861111111,0.861111111,31,36,36,?a
?e  house  ?a  ?e  politicalPartyInLegislature  ?b   ,?a  politicalPartyInLegislature  ?b,0.204013378,0.85915493,0.85915493,61,71,71,?b
?b  isPartOfWineRegion  ?f  ?f  subregion  ?a   ,?a  similar  ?b,0.927884615,0.345259392,0.857777778,193,559,225,?a
?f  ethnicity  ?b  ?a  relative  ?f   ,?a  ethnicity  ?b,0.02739726,0.206896552,0.857142857,6,29,7,?a
?b  governor  ?a  ?b  successor  ?a   ,?a  lieutenant  ?b,0.057692308,0.461538462,0.857142857,6,13,7,?a
?a  district  ?f  ?f  state  ?b   ,?a  daylightSavingTimeZone  ?b,0.044444444,0.260869565,0.857142857,6,23,7,?a
?e  growingGrape  ?b  ?e  similar  ?a   ,?a  varietals  ?b,0.165898618,0.857142857,0.857142857,36,42,42,?b
?f  similar  ?a  ?b  similar  ?f   ,?a  similar  ?b,0.860576923,0.795555556,0.852380952,179,225,210,?a
?b  governor  ?a  ?a  successor  ?b   ,?a  lieutenant  ?b,0.442307692,0.489361702,0.851851852,46,94,54,?a
?b  trainer  ?a   ,?a  raceHorse  ?b,0.318345324,0.699604743,0.850961538,177,253,208,?b
?b  manager  ?a   ,?a  team  ?b,0.018599562,0.780918728,0.85,221,283,260,?b
?e  class  ?a  ?e  kingdom  ?b   ,?a  kingdom  ?b,0.017145739,0.412121212,0.85,68,165,80,?a
?f  country  ?b  ?a  sourceMountain  ?f   ,?a  sourceCountry  ?b,0.112582781,0.151785714,0.85,17,112,20,?a
?f  country  ?b  ?a  sourcePlace  ?f   ,?a  sourceCountry  ?b,0.112582781,0.151785714,0.85,17,112,20,?a
?a  similar  ?f  ?b  similar  ?f   ,?a  similar  ?b,0.923076923,0.849557522,0.849557522,192,226,226,?a
?a  predecessor  ?b   ,?a  parent  ?b,0.197247706,0.026029056,0.848684211,129,4956,152,?a
?b  product  ?a   ,?a  company  ?b,0.011652102,0.01167153,0.848484848,28,2399,33,?a
?f  party  ?b  ?a  spouse  ?f   ,?a  party  ?b,0.01410471,0.424460432,0.842857143,59,139,70,?a
?e  party  ?b  ?e  spouse  ?a   ,?a  party  ?b,0.01410471,0.412587413,0.842857143,59,143,70,?a
?b  foundedBy  ?a   ,?a  knownFor  ?b,0.024729521,0.024767802,0.842105263,16,646,19,?b
?a  author  ?b  ?a  starring  ?b   ,?a  creator  ?b,0.025104603,0.486486486,0.837209302,36,74,43,?a
?a  countySeat  ?b  ?b  isPartOf  ?a   ,?a  largestCity  ?b,0.609032258,0.787322769,0.836879433,944,1199,1128,?a
?b  subregion  ?a   ,?a  isPartOfWineRegion  ?b,0.647482014,0.796460177,0.833333333,90,113,108,?a
?b  governorGeneral  ?a   ,?a  primeMinister  ?b,0.012666244,0.740740741,0.833333333,40,54,48,?a
?b  designer  ?a   ,?a  knownFor  ?b,0.015455951,0.103092784,0.833333333,10,97,12,?b
?b  governor  ?a  ?b  predecessor  ?a   ,?a  lieutenant  ?b,0.384615385,0.454545455,0.833333333,40,88,48,?a
?a  cinematography  ?b  ?a  writer  ?b   ,?a  editing  ?b,0.016556291,0.625,0.833333333,5,8,6,?a
?b  capital  ?f  ?a  twinTown  ?f   ,?a  twinCountry  ?b,0.030674847,0.094339623,0.833333333,5,53,6,?b
?a  author  ?b  ?a  executiveProducer  ?b   ,?a  developer  ?b,0.023041475,0.095238095,0.833333333,10,105,12,?a
?b  child  ?f  ?a  parent  ?f   ,?a  relation  ?b,0.019762846,0.086206897,0.833333333,5,58,6,?b
?a  parent  ?f  ?b  relation  ?f   ,?a  relation  ?b,0.019762846,0.185185185,0.833333333,5,27,6,?b
?a  executiveProducer  ?b  ?b  notableWork  ?a   ,?a  creator  ?b,0.017433752,0.694444444,0.833333333,25,36,30,?a
?e  isPartOfMilitaryConflict  ?b  ?a  usedInWar  ?e   ,?a  usedInWar  ?b,0.071428571,0.3,0.833333333,15,50,18,?b
?b  sisterStation  ?a   ,?a  sisterStation  ?b,0.804693055,0.804693055,0.832515939,3395,4219,4078,?b
?a  countySeat  ?b   ,?a  largestCity  ?b,0.670967742,0.775540641,0.830670927,1040,1341,1252,?a
?a  governor  ?f  ?f  region  ?b   ,?a  region  ?b,0.015024304,0.441558442,0.829268293,34,77,41,?a
?b  successor  ?a   ,?a  parent  ?b,0.189602446,0.021102791,0.826666667,124,5876,150,?a
?f  canton  ?b  ?a  neighboringMunicipality  ?f   ,?a  canton  ?b,0.604060914,0.572115385,0.826388889,119,208,144,?a
?e  isPartOf  ?b  ?a  routeJunction  ?e   ,?a  routeJunction  ?b,0.048969072,0.086560364,0.826086957,38,439,46,?b
?f  distributor  ?b  ?a  subsequentWork  ?f   ,?a  distributor  ?b,0.095154954,0.694267516,0.825757576,218,314,264,?a
?e  canton  ?b  ?e  neighboringMunicipality  ?a   ,?a  canton  ?b,0.598984772,0.546296296,0.825174825,118,216,143,?a
?a  district  ?f  ?b  part  ?f   ,?a  region  ?b,0.014582413,0.5,0.825,33,66,40,?a
?b  successor  ?a   ,?a  predecessor  ?b,0.828288943,0.698604493,0.823635634,4105,5876,4984,?b
?a  class  ?f  ?f  kingdom  ?b   ,?a  kingdom  ?b,0.06580938,0.6,0.823343849,261,435,317,?a
?a  commandStructure  ?f  ?f  militaryBranch  ?b   ,?a  militaryBranch  ?b,0.031811895,0.686567164,0.821428571,46,67,56,?a
?a  keyPerson  ?b  ?b  occupation  ?a   ,?a  foundedBy  ?b,0.013931889,0.28125,0.818181818,9,32,11,?b
?f  presenter  ?b  ?a  presenter  ?f   ,?a  presenter  ?b,0.028301887,0.818181818,0.818181818,9,11,11,?b
?a  politicalPartyInLegislature  ?f  ?b  splitFromParty  ?f   ,?a  politicalPartyInLegislature  ?b,0.030100334,0.264705882,0.818181818,9,34,11,?b
?e  subregion  ?a  ?e  subregion  ?b   ,?a  similar  ?b,0.927884615,0.336236934,0.81779661,193,574,236,?a
?b  formerBandMember  ?a   ,?a  associatedMusicalArtist  ?b,0.07080562,0.739391513,0.817256637,3694,4996,4520,?a
?b  formerBandMember  ?a   ,?a  associatedBand  ?b,0.07080562,0.739391513,0.817256637,3694,4996,4520,?a
?e  division  ?b  ?a  division  ?e   ,?a  division  ?b,0.107648725,0.817204301,0.817204301,76,93,93,?a
?b  tenant  ?a   ,?a  ground  ?b,0.028897523,0.435897436,0.815068493,119,273,146,?a
?a  author  ?f  ?b  spouse  ?f   ,?a  author  ?b,0.031884058,0.392857143,0.814814815,22,56,27,?b
?a  author  ?f  ?f  spouse  ?b   ,?a  author  ?b,0.031884058,0.372881356,0.814814815,22,59,27,?b
?f  division  ?b  ?a  order  ?f   ,?a  division  ?b,0.19121813,0.699481865,0.813253012,135,193,166,?a
?a  isPartOfWineRegion  ?f  ?b  isPartOfWineRegion  ?f   ,?a  similar  ?b,1,0.1522694,0.8125,208,1366,256,?a
?f  locationCountry  ?b  ?a  predecessor  ?f   ,?a  locationCountry  ?b,0.010278114,0.485714286,0.80952381,17,35,21,?a
?f  nationality  ?b  ?a  spouse  ?f   ,?a  stateOfOrigin  ?b,0.020329138,0.172131148,0.807692308,21,122,26,?a
?e  nationality  ?b  ?e  spouse  ?a   ,?a  stateOfOrigin  ?b,0.020329138,0.156716418,0.807692308,21,134,26,?a
?a  governorGeneral  ?f  ?f  monarch  ?b   ,?a  monarch  ?b,0.03892493,0.807692308,0.807692308,42,52,52,?a
?a  author  ?b  ?a  producer  ?b   ,?a  creator  ?b,0.032078103,0.522727273,0.807017544,46,88,57,?a
?b  programmeFormat  ?f  ?f  sisterStation  ?a   ,?a  sisterStation  ?b,0.01185115,0.806451613,0.806451613,50,62,62,?b
?b  programmeFormat  ?f  ?a  sisterStation  ?f   ,?a  sisterStation  ?b,0.01185115,0.806451613,0.806451613,50,62,62,?b
?e  broadcastNetwork  ?a  ?e  country  ?b   ,?a  locationCountry  ?b,0.027206771,0.375,0.803571429,45,120,56,?a
?e  broadcastNetwork  ?a  ?e  locationCountry  ?b   ,?a  locationCountry  ?b,0.027206771,0.375,0.803571429,45,120,56,?a
?e  country  ?b  ?e  region  ?a   ,?a  country  ?b,0.011986937,0.541946309,0.803482587,323,596,402,?a
?a  gameEngine  ?f  ?b  product  ?f   ,?a  publisher  ?b,0.021505376,0.666666667,0.8,4,6,5,?a
?a  developer  ?b  ?b  product  ?a   ,?a  publisher  ?b,0.021505376,0.222222222,0.8,4,18,5,?a
?a  foundedBy  ?f  ?b  spouse  ?f   ,?a  foundedBy  ?b,0.012383901,0.210526316,0.8,8,38,10,?b
?a  foundedBy  ?f  ?f  spouse  ?b   ,?a  foundedBy  ?b,0.012383901,0.228571429,0.8,8,35,10,?b
?e  child  ?a  ?e  ethnicity  ?b   ,?a  ethnicity  ?b,0.01826484,0.210526316,0.8,4,19,5,?a
?e  europeanParliamentGroup  ?b  ?e  nationalAffiliation  ?a   ,?a  europeanParliamentGroup  ?b,0.033333333,0.5,0.8,4,8,5,?a
?a  deathPlace  ?b  ?a  nationality  ?b   ,?a  citizenship  ?b,0.039473684,0.030769231,0.8,12,390,15,?a
?f  operatingSystem  ?b  ?a  programmingLanguage  ?f   ,?a  operatingSystem  ?b,0.020100503,0.4,0.8,4,10,5,?a
?a  breeder  ?b  ?b  raceHorse  ?a   ,?a  trainer  ?b,0.015810277,0.571428571,0.8,4,7,5,?a
?e  associate  ?a  ?e  deputy  ?b   ,?a  associate  ?b,0.036363636,0.516129032,0.8,16,31,20,?b
?b  countySeat  ?f  ?a  sourceMountain  ?f   ,?a  sourceRegion  ?b,0.028368794,0.444444444,0.8,4,9,5,?a
