Body,Head,Head_Coverage,Standard_Confidence,PCA_Confidence,Support,Body_Size,Pca_Body_Size,Functional_variable
?a  comorbidity  Others  ?a  drug  Afatinib   ,?a  sex  female,0.0749,0.512663,0.512663,749,1461,1461,?a
?a  biomarker  ALK_Positive  ?a  comorbidity  Cardiopathy   ,?a  hasRelapse  Yes,0.063,0.512612,0.512612,630,1229,1229,?a
?a  biomarker  ROS1_Positive   ,?a  sex  male,0.1538,0.512496,0.512496,1538,3001,3001,?a
?a  biomarker  ALK_Positive  ?a  drug  Vinorelbine   ,?a  ageCategory  old,0.0556,0.512442,0.512442,556,1085,1085,?a
?a  ageCategory  old  ?a  drug  Cisplatin   ,?a  hasRelapse  No,0.0908,0.512415,0.512415,908,1772,1772,?a
?a  smokingHabit  CurrentSmoker   ,?a  sex  male,0.1259,0.512414,0.512414,1259,2457,2457,?a
?a  comorbidity  Cardiopathy   ,?a  sex  male,0.215,0.512393,0.512393,2150,4196,4196,?a
?a  biomarker  ALK_Positive  ?a  drug  Cisplatin   ,?a  ageCategory  old,0.0539,0.512357,0.512357,539,1052,1052,?a
?a  comorbidity  Others  ?a  smokingHabit  Unknown   ,?a  hasRelapse  Yes,0.0541,0.512311,0.512311,541,1056,1056,?a
?a  biomarker  ROS1_Positive  ?a  drug  Afatinib   ,?a  ageCategory  young,0.0521,0.512291,0.512291,521,1017,1017,?a
?a  drug  Cisplatin  ?a  drug  Nivolumab   ,?a  hasRelapse  No,0.0459,0.512277,0.512277,459,896,896,?a
?a  comorbidity  Depression  ?a  sex  female   ,?a  ageCategory  young,0.107,0.512207,0.512207,1070,2089,2089,?a
?a  biomarker  EGFR_Positive  ?a  drug  Carboplatin   ,?a  hasRelapse  Yes,0.0507,0.512121,0.512121,507,990,990,?a
?a  comorbidity  Others  ?a  drug  Cisplatin   ,?a  sex  male,0.0761,0.512113,0.512113,761,1486,1486,?a
?a  comorbidity  Depression  ?a  drug  Vinorelbine   ,?a  sex  male,0.0762,0.512097,0.512097,762,1488,1488,?a
?a  hasRelapse  Yes  ?a  smokingHabit  NonSmoker   ,?a  ageCategory  old,0.0639,0.512019,0.512019,639,1248,1248,?a
?a  smokingHabit  CurrentSmoker   ,?a  hasRelapse  Yes,0.1258,0.512007,0.512007,1258,2457,2457,?a
?a  biomarker  ALK_Positive  ?a  comorbidity  Depression   ,?a  hasRelapse  Yes,0.0646,0.511886,0.511886,646,1262,1262,?a
?a  biomarker  ALK_Positive  ?a  biomarker  EGFR_Positive   ,?a  hasRelapse  No,0.0367,0.511855,0.511855,367,717,717,?a
?a  drug  Cisplatin   ,?a  hasRelapse  No,0.1799,0.511807,0.511807,1799,3515,3515,?a
?a  drug  Afatinib  ?a  sex  male   ,?a  ageCategory  old,0.0912,0.511785,0.511785,912,1782,1782,?a
?a  ageCategory  old  ?a  smokingHabit  Unknown   ,?a  sex  male,0.063,0.511779,0.511779,630,1231,1231,?a
?a  biomarker  ROS1_Positive  ?a  drug  Vinorelbine   ,?a  ageCategory  young,0.0545,0.511737,0.511737,545,1065,1065,?a
?a  drug  Vinorelbine  ?a  smokingHabit  PreviousSmoker   ,?a  sex  female,0.048,0.511727,0.511727,480,938,938,?a
?a  comorbidity  Depression  ?a  hasRelapse  Yes   ,?a  sex  male,0.108,0.511606,0.511606,1080,2111,2111,?a
?a  ageCategory  old  ?a  biomarker  EGFR_Positive   ,?a  sex  male,0.0778,0.511506,0.511506,778,1521,1521,?a
?a  biomarker  Unknown  ?a  hasRelapse  No   ,?a  sex  male,0.0847,0.511473,0.511473,847,1656,1656,?a
?a  drug  Cisplatin  ?a  sex  male   ,?a  ageCategory  old,0.0914,0.511472,0.511472,914,1787,1787,?a
?a  biomarker  ALK_Positive  ?a  hasRelapse  No   ,?a  ageCategory  old,0.0762,0.511409,0.511409,762,1490,1490,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Depression   ,?a  sex  male,0.063,0.511364,0.511364,630,1232,1232,?a
?a  drug  Carboplatin  ?a  drug  Cisplatin   ,?a  ageCategory  old,0.0475,0.511302,0.511302,475,929,929,?a
?a  comorbidity  Cardiopathy  ?a  sex  male   ,?a  ageCategory  old,0.1099,0.511163,0.511163,1099,2150,2150,?a
?a  biomarker  ROS1_Positive  ?a  hasRelapse  Yes   ,?a  ageCategory  young,0.0779,0.511155,0.511155,779,1524,1524,?a
?a  ageCategory  old   ,?a  sex  male,0.2567,0.511151,0.511151,2567,5022,5022,?a
?a  ageCategory  young  ?a  smokingHabit  Unknown   ,?a  hasRelapse  No,0.0625,0.511038,0.511038,625,1223,1223,?a
?a  biomarker  Unknown  ?a  sex  male   ,?a  ageCategory  young,0.0834,0.511029,0.511029,834,1632,1632,?a
?a  biomarker  ALK_Positive  ?a  drug  Afatinib   ,?a  hasRelapse  No,0.0534,0.511005,0.511005,534,1045,1045,?a
?a  biomarker  EGFR_Positive  ?a  smokingHabit  PreviousSmoker   ,?a  sex  female,0.0375,0.510899,0.510899,375,734,734,?a
?a  drug  Carboplatin  ?a  hasRelapse  No   ,?a  sex  male,0.0893,0.51087,0.51087,893,1748,1748,?a
?a  biomarker  ALK_Positive  ?a  drug  Carboplatin   ,?a  hasRelapse  Yes,0.0544,0.510798,0.510798,544,1065,1065,?a
?a  ageCategory  old  ?a  biomarker  Unknown   ,?a  sex  female,0.0833,0.51073,0.51073,833,1631,1631,?a
?a  biomarker  Unknown  ?a  drug  Afatinib   ,?a  ageCategory  old,0.0596,0.510711,0.510711,596,1167,1167,?a
?a  comorbidity  Others  ?a  hasRelapse  Yes   ,?a  sex  female,0.1105,0.510628,0.510628,1105,2164,2164,?a
?a  hasRelapse  No  ?a  sex  male   ,?a  ageCategory  old,0.1297,0.510429,0.510429,1297,2541,2541,?a
?a  hasRelapse  Yes  ?a  smokingHabit  NonSmoker   ,?a  sex  male,0.0637,0.510417,0.510417,637,1248,1248,?a
?a  biomarker  ROS1_Positive  ?a  comorbidity  Cardiopathy   ,?a  hasRelapse  Yes,0.0637,0.510417,0.510417,637,1248,1248,?a
?a  biomarker  ROS1_Positive  ?a  drug  Afatinib   ,?a  hasRelapse  Yes,0.0519,0.510324,0.510324,519,1017,1017,?a
?a  drug  Carboplatin   ,?a  sex  male,0.1763,0.510275,0.510275,1763,3455,3455,?a
?a  ageCategory  young  ?a  sex  female   ,?a  hasRelapse  Yes,0.1268,0.510262,0.510262,1268,2485,2485,?a
?a  drug  Vinorelbine   ,?a  sex  male,0.1808,0.510158,0.510158,1808,3544,3544,?a
?a  ageCategory  young  ?a  drug  Carboplatin   ,?a  hasRelapse  Yes,0.0879,0.510157,0.510157,879,1723,1723,?a
?a  comorbidity  Others  ?a  sex  female   ,?a  hasRelapse  Yes,0.1105,0.510157,0.510157,1105,2166,2166,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Vinorelbine   ,?a  ageCategory  old,0.0754,0.510149,0.510149,754,1478,1478,?a
?a  biomarker  EGFR_Positive  ?a  drug  Afatinib   ,?a  hasRelapse  Yes,0.0529,0.510125,0.510125,529,1037,1037,?a
?a  comorbidity  Depression  ?a  comorbidity  Others   ,?a  hasRelapse  No,0.0714,0.51,0.51,714,1400,1400,?a
?a  drug  Vinorelbine  ?a  sex  male   ,?a  ageCategory  old,0.0922,0.509956,0.509956,922,1808,1808,?a
?a  comorbidity  Diabetes_Mellitus  ?a  hasRelapse  Yes   ,?a  ageCategory  young,0.108,0.509915,0.509915,1080,2118,2118,?a
?a  biomarker  ROS1_Positive  ?a  drug  Carboplatin   ,?a  hasRelapse  Yes,0.0522,0.509766,0.509766,522,1024,1024,?a
?a  drug  Cisplatin  ?a  hasRelapse  No   ,?a  sex  male,0.0917,0.509728,0.509728,917,1799,1799,?a
?a  hasRelapse  No   ,?a  sex  male,0.2541,0.509627,0.509627,2541,4986,4986,?a
?a  drug  Afatinib  ?a  smokingHabit  PreviousSmoker   ,?a  sex  male,0.045,0.509626,0.509626,450,883,883,?a
?a  comorbidity  Depression  ?a  smokingHabit  Unknown   ,?a  ageCategory  old,0.0536,0.509506,0.509506,536,1052,1052,?a
?a  comorbidity  Cardiopathy  ?a  drug  Cisplatin   ,?a  ageCategory  young,0.0778,0.509496,0.509496,778,1527,1527,?a
?a  comorbidity  Diabetes_Mellitus  ?a  smokingHabit  Unknown   ,?a  sex  male,0.054,0.509434,0.509434,540,1060,1060,?a
?a  drug  Afatinib  ?a  hasRelapse  Yes   ,?a  sex  male,0.0903,0.509306,0.509306,903,1773,1773,?a
?a  sex  male  ?a  smokingHabit  Unknown   ,?a  ageCategory  old,0.063,0.509297,0.509297,630,1237,1237,?a
?a  comorbidity  Depression  ?a  comorbidity  Others   ,?a  sex  female,0.0713,0.509286,0.509286,713,1400,1400,?a
?a  comorbidity  Cardiopathy  ?a  smokingHabit  NonSmoker   ,?a  hasRelapse  Yes,0.0555,0.509174,0.509174,555,1090,1090,?a
?a  drug  Afatinib   ,?a  sex  male,0.1782,0.509143,0.509143,1782,3500,3500,?a
?a  comorbidity  Diabetes_Mellitus  ?a  sex  male   ,?a  hasRelapse  No,0.1094,0.509074,0.509074,1094,2149,2149,?a
?a  biomarker  Unknown  ?a  drug  Vinorelbine   ,?a  sex  female,0.0594,0.508997,0.508997,594,1167,1167,?a
?a  ageCategory  old  ?a  biomarker  Unknown   ,?a  hasRelapse  No,0.083,0.50889,0.50889,830,1631,1631,?a
?a  ageCategory  young  ?a  biomarker  Unknown   ,?a  sex  male,0.0834,0.508847,0.508847,834,1639,1639,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Vinorelbine   ,?a  hasRelapse  Yes,0.0752,0.508796,0.508796,752,1478,1478,?a
?a  drug  Cisplatin  ?a  smokingHabit  NonSmoker   ,?a  ageCategory  young,0.0434,0.508792,0.508792,434,853,853,?a
?a  comorbidity  Depression  ?a  drug  Vinorelbine   ,?a  hasRelapse  No,0.0757,0.508737,0.508737,757,1488,1488,?a
?a  drug  Carboplatin  ?a  smokingHabit  Unknown   ,?a  ageCategory  young,0.0444,0.508591,0.508591,444,873,873,?a
?a  biomarker  Unknown  ?a  sex  female   ,?a  ageCategory  old,0.0833,0.508547,0.508547,833,1638,1638,?a
?a  ageCategory  old  ?a  comorbidity  Diabetes_Mellitus   ,?a  hasRelapse  No,0.1074,0.508523,0.508523,1074,2112,2112,?a
?a  ageCategory  young  ?a  comorbidity  Diabetes_Mellitus   ,?a  sex  male,0.1082,0.508459,0.508459,1082,2128,2128,?a
?a  biomarker  ALK_Positive  ?a  smokingHabit  Unknown   ,?a  ageCategory  young,0.0392,0.508431,0.508431,392,771,771,?a
?a  drug  Carboplatin  ?a  smokingHabit  PreviousSmoker   ,?a  hasRelapse  Yes,0.0454,0.508399,0.508399,454,893,893,?a
?a  drug  Cisplatin   ,?a  sex  male,0.1787,0.508393,0.508393,1787,3515,3515,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Diabetes_Mellitus   ,?a  hasRelapse  Yes,0.0697,0.508388,0.508388,697,1371,1371,?a
?a  comorbidity  Depression  ?a  comorbidity  Diabetes_Mellitus   ,?a  ageCategory  young,0.0697,0.508388,0.508388,697,1371,1371,?a
?a  ageCategory  old  ?a  smokingHabit  CurrentSmoker   ,?a  hasRelapse  No,0.0607,0.508375,0.508375,607,1194,1194,?a
?a  comorbidity  Diabetes_Mellitus  ?a  sex  female   ,?a  hasRelapse  Yes,0.1063,0.508369,0.508369,1063,2091,2091,?a
?a  hasRelapse  Yes  ?a  sex  female   ,?a  ageCategory  young,0.1268,0.508216,0.508216,1268,2495,2495,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Cardiopathy   ,?a  hasRelapse  Yes,0.062,0.508197,0.508197,620,1220,1220,?a
?a  smokingHabit  Unknown   ,?a  hasRelapse  No,0.1247,0.50815,0.50815,1247,2454,2454,?a
?a  biomarker  Unknown  ?a  comorbidity  Depression   ,?a  hasRelapse  No,0.072,0.508116,0.508116,720,1417,1417,?a
?a  ageCategory  old  ?a  drug  Afatinib   ,?a  hasRelapse  Yes,0.0897,0.507928,0.507928,897,1766,1766,?a
?a  biomarker  ROS1_Positive   ,?a  hasRelapse  Yes,0.1524,0.507831,0.507831,1524,3001,3001,?a
?a  biomarker  Unknown  ?a  smokingHabit  PreviousSmoker   ,?a  sex  female,0.0425,0.507766,0.507766,425,837,837,?a
?a  comorbidity  Cardiopathy  ?a  drug  Vinorelbine   ,?a  hasRelapse  No,0.0754,0.507744,0.507744,754,1485,1485,?a
?a  comorbidity  Depression  ?a  comorbidity  Diabetes_Mellitus   ,?a  sex  male,0.0696,0.507659,0.507659,696,1371,1371,?a
?a  biomarker  ALK_Positive  ?a  drug  Nivolumab   ,?a  hasRelapse  Yes,0.05,0.507614,0.507614,500,985,985,?a
?a  biomarker  ALK_Positive  ?a  drug  Nivolumab   ,?a  ageCategory  young,0.05,0.507614,0.507614,500,985,985,?a
?a  drug  Nivolumab  ?a  smokingHabit  PreviousSmoker   ,?a  sex  female,0.0434,0.507602,0.507602,434,855,855,?a
?a  drug  Carboplatin  ?a  drug  Vinorelbine   ,?a  ageCategory  old,0.0471,0.507543,0.507543,471,928,928,?a
?a  biomarker  Unknown  ?a  drug  Carboplatin   ,?a  ageCategory  old,0.0573,0.507529,0.507529,573,1129,1129,?a
?a  ageCategory  young  ?a  comorbidity  Diabetes_Mellitus   ,?a  hasRelapse  Yes,0.108,0.507519,0.507519,1080,2128,2128,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Carboplatin   ,?a  hasRelapse  No,0.0745,0.507493,0.507493,745,1468,1468,?a
?a  smokingHabit  NonSmoker   ,?a  ageCategory  old,0.126,0.507451,0.507451,1260,2483,2483,?a
?a  biomarker  Unknown  ?a  drug  Cisplatin   ,?a  ageCategory  young,0.0582,0.507411,0.507411,582,1147,1147,?a
?a  comorbidity  Cardiopathy  ?a  drug  Carboplatin   ,?a  hasRelapse  Yes,0.0719,0.50741,0.50741,719,1417,1417,?a
?a  comorbidity  Others  ?a  drug  Vinorelbine   ,?a  hasRelapse  Yes,0.0788,0.507405,0.507405,788,1553,1553,?a
?a  biomarker  ROS1_Positive  ?a  drug  Cisplatin   ,?a  ageCategory  young,0.0552,0.507353,0.507353,552,1088,1088,?a
?a  drug  Vinorelbine  ?a  hasRelapse  No   ,?a  ageCategory  old,0.0897,0.507353,0.507353,897,1768,1768,?a
?a  biomarker  ?d  ?a  stage  ?d   ,?a  sex  female,0.0104,0.507317,0.507317,104,205,205,?a
?a  sex  male   ,?a  ageCategory  old,0.2567,0.507312,0.507312,2567,5060,5060,?a
?a  comorbidity  Depression   ,?a  sex  male,0.2151,0.507311,0.507311,2151,4240,4240,?a
?a  biomarker  ALK_Positive  ?a  sex  female   ,?a  hasRelapse  Yes,0.074,0.507197,0.507197,740,1459,1459,?a
?a  ageCategory  old  ?a  smokingHabit  NonSmoker   ,?a  hasRelapse  Yes,0.0639,0.507143,0.507143,639,1260,1260,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Diabetes_Mellitus   ,?a  hasRelapse  No,0.0642,0.507109,0.507109,642,1266,1266,?a
?a  drug  Afatinib  ?a  drug  Vinorelbine   ,?a  hasRelapse  Yes,0.0465,0.507088,0.507088,465,917,917,?a
?a  smokingHabit  NonSmoker   ,?a  sex  male,0.1259,0.507048,0.507048,1259,2483,2483,?a
?a  biomarker  Unknown  ?a  comorbidity  Diabetes_Mellitus   ,?a  hasRelapse  No,0.069,0.50698,0.50698,690,1361,1361,?a
?a  drug  Afatinib  ?a  drug  Nivolumab   ,?a  hasRelapse  Yes,0.0437,0.506961,0.506961,437,862,862,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Nivolumab   ,?a  hasRelapse  No,0.073,0.506944,0.506944,730,1440,1440,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  sex  male,0.2149,0.50684,0.50684,2149,4240,4240,?a
?a  comorbidity  Others  ?a  drug  Vinorelbine   ,?a  sex  female,0.0787,0.506761,0.506761,787,1553,1553,?a
?a  drug  Afatinib  ?a  smokingHabit  NonSmoker   ,?a  sex  female,0.0451,0.506742,0.506742,451,890,890,?a
?a  drug  Afatinib  ?a  smokingHabit  NonSmoker   ,?a  hasRelapse  No,0.0451,0.506742,0.506742,451,890,890,?a
?a  drug  Afatinib  ?a  sex  male   ,?a  hasRelapse  Yes,0.0903,0.506734,0.506734,903,1782,1782,?a
?a  comorbidity  Diabetes_Mellitus  ?a  smokingHabit  PreviousSmoker   ,?a  hasRelapse  No,0.0571,0.506655,0.506655,571,1127,1127,?a
?a  ageCategory  young  ?a  biomarker  ROS1_Positive   ,?a  sex  female,0.0769,0.506588,0.506588,769,1518,1518,?a
?a  drug  Afatinib   ,?a  hasRelapse  Yes,0.1773,0.506571,0.506571,1773,3500,3500,?a
?a  comorbidity  Depression  ?a  smokingHabit  PreviousSmoker   ,?a  hasRelapse  Yes,0.0541,0.506554,0.506554,541,1068,1068,?a
?a  drug  Carboplatin  ?a  sex  male   ,?a  hasRelapse  No,0.0893,0.506523,0.506523,893,1763,1763,?a
?a  ageCategory  young  ?a  drug  Vinorelbine   ,?a  hasRelapse  Yes,0.0894,0.506516,0.506516,894,1765,1765,?a
?a  comorbidity  Cardiopathy  ?a  sex  male   ,?a  hasRelapse  No,0.1089,0.506512,0.506512,1089,2150,2150,?a
?a  biomarker  Unknown  ?a  comorbidity  Others   ,?a  sex  female,0.0703,0.506484,0.506484,703,1388,1388,?a
?a  comorbidity  Depression  ?a  sex  female   ,?a  hasRelapse  No,0.1058,0.506462,0.506462,1058,2089,2089,?a
?a  biomarker  Unknown   ,?a  hasRelapse  No,0.1656,0.506422,0.506422,1656,3270,3270,?a
?a  hasRelapse  No   ,?a  ageCategory  old,0.2525,0.506418,0.506418,2525,4986,4986,?a
?a  drug  Vinorelbine  ?a  smokingHabit  Unknown   ,?a  ageCategory  young,0.0434,0.506418,0.506418,434,857,857,?a
?a  comorbidity  Depression  ?a  drug  Cisplatin   ,?a  ageCategory  young,0.075,0.506415,0.506415,750,1481,1481,?a
?a  drug  Vinorelbine  ?a  sex  female   ,?a  hasRelapse  Yes,0.0879,0.506336,0.506336,879,1736,1736,?a
?a  drug  Vinorelbine  ?a  sex  female   ,?a  ageCategory  young,0.0879,0.506336,0.506336,879,1736,1736,?a
?a  biomarker  ALK_Positive   ,?a  hasRelapse  Yes,0.1528,0.506296,0.506296,1528,3018,3018,?a
?a  sex  female  ?a  smokingHabit  Unknown   ,?a  ageCategory  young,0.0616,0.506163,0.506163,616,1217,1217,?a
?a  ageCategory  young  ?a  comorbidity  Depression   ,?a  sex  female,0.107,0.506149,0.506149,1070,2114,2114,?a
?a  biomarker  Unknown  ?a  sex  female   ,?a  hasRelapse  Yes,0.0829,0.506105,0.506105,829,1638,1638,?a
?a  comorbidity  Depression  ?a  smokingHabit  NonSmoker   ,?a  hasRelapse  Yes,0.0545,0.506035,0.506035,545,1077,1077,?a
?a  comorbidity  Others  ?a  drug  Carboplatin   ,?a  hasRelapse  No,0.076,0.505992,0.505992,760,1502,1502,?a
?a  sex  male  ?a  smokingHabit  NonSmoker   ,?a  hasRelapse  Yes,0.0637,0.505957,0.505957,637,1259,1259,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Others   ,?a  sex  male,0.0639,0.505938,0.505938,639,1263,1263,?a
?a  drug  Carboplatin   ,?a  hasRelapse  No,0.1748,0.505933,0.505933,1748,3455,3455,?a
?a  drug  Afatinib  ?a  hasRelapse  Yes   ,?a  ageCategory  old,0.0897,0.505922,0.505922,897,1773,1773,?a
?a  drug  Afatinib  ?a  drug  Cisplatin   ,?a  ageCategory  young,0.0428,0.50591,0.50591,428,846,846,?a
?a  biomarker  ROS1_Positive   ,?a  ageCategory  young,0.1518,0.505831,0.505831,1518,3001,3001,?a
?a  biomarker  ALK_Positive  ?a  sex  female   ,?a  ageCategory  young,0.0738,0.505826,0.505826,738,1459,1459,?a
?a  drug  Nivolumab  ?a  drug  Vinorelbine   ,?a  hasRelapse  No,0.0437,0.505787,0.505787,437,864,864,?a
?a  ageCategory  young  ?a  comorbidity  Others   ,?a  sex  female,0.1056,0.505747,0.505747,1056,2088,2088,?a
?a  comorbidity  Depression  ?a  drug  Afatinib   ,?a  hasRelapse  No,0.0751,0.505724,0.505724,751,1485,1485,?a
?a  biomarker  EGFR_Positive  ?a  smokingHabit  Unknown   ,?a  sex  female,0.0355,0.505698,0.505698,355,702,702,?a
?a  biomarker  EGFR_Positive  ?a  smokingHabit  Unknown   ,?a  hasRelapse  Yes,0.0355,0.505698,0.505698,355,702,702,?a
?a  drug  Cisplatin  ?a  smokingHabit  Unknown   ,?a  sex  female,0.0445,0.505682,0.505682,445,880,880,?a
?a  ageCategory  young   ,?a  hasRelapse  Yes,0.2517,0.505625,0.505625,2517,4978,4978,?a
?a  drug  Nivolumab  ?a  sex  female   ,?a  hasRelapse  No,0.0818,0.505562,0.505562,818,1618,1618,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Diabetes_Mellitus   ,?a  ageCategory  young,0.0693,0.50547,0.50547,693,1371,1371,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Carboplatin   ,?a  ageCategory  old,0.0742,0.50545,0.50545,742,1468,1468,?a
?a  comorbidity  Depression  ?a  drug  Carboplatin   ,?a  ageCategory  old,0.0747,0.505413,0.505413,747,1478,1478,?a
?a  hasRelapse  Yes  ?a  smokingHabit  Unknown   ,?a  sex  female,0.061,0.505385,0.505385,610,1207,1207,?a
?a  biomarker  ALK_Positive  ?a  comorbidity  Others   ,?a  sex  female,0.0664,0.505327,0.505327,664,1314,1314,?a
?a  ageCategory  young  ?a  smokingHabit  NonSmoker   ,?a  sex  female,0.0618,0.505315,0.505315,618,1223,1223,?a
?a  biomarker  ALK_Positive  ?a  drug  Afatinib   ,?a  sex  female,0.0528,0.505263,0.505263,528,1045,1045,?a
?a  ageCategory  old  ?a  sex  male   ,?a  hasRelapse  No,0.1297,0.505259,0.505259,1297,2567,2567,?a
?a  ageCategory  young  ?a  smokingHabit  PreviousSmoker   ,?a  sex  male,0.0641,0.505122,0.505122,641,1269,1269,?a
?a  comorbidity  Cardiopathy  ?a  drug  Afatinib   ,?a  ageCategory  old,0.0745,0.505085,0.505085,745,1475,1475,?a
?a  sex  female   ,?a  hasRelapse  Yes,0.2495,0.505061,0.505061,2495,4940,4940,?a
?a  comorbidity  Diabetes_Mellitus  ?a  comorbidity  Others   ,?a  hasRelapse  No,0.07,0.505051,0.505051,700,1386,1386,?a
?a  ageCategory  old  ?a  drug  Nivolumab   ,?a  hasRelapse  No,0.0869,0.504939,0.504939,869,1721,1721,?a
?a  comorbidity  Others  ?a  sex  male   ,?a  hasRelapse  No,0.108,0.504909,0.504909,1080,2139,2139,?a
?a  sex  female  ?a  smokingHabit  NonSmoker   ,?a  ageCategory  young,0.0618,0.504902,0.504902,618,1224,1224,?a
?a  ageCategory  old  ?a  smokingHabit  PreviousSmoker   ,?a  hasRelapse  No,0.0675,0.504862,0.504862,675,1337,1337,?a
?a  drug  Afatinib  ?a  drug  Carboplatin   ,?a  ageCategory  old,0.0471,0.504823,0.504823,471,933,933,?a
?a  comorbidity  Diabetes_Mellitus  ?a  smokingHabit  Unknown   ,?a  ageCategory  young,0.0535,0.504717,0.504717,535,1060,1060,?a
?a  ageCategory  young  ?a  biomarker  EGFR_Positive   ,?a  sex  female,0.0702,0.504673,0.504673,702,1391,1391,?a
?a  comorbidity  Others  ?a  drug  Carboplatin   ,?a  sex  female,0.0758,0.50466,0.50466,758,1502,1502,?a
?a  comorbidity  Depression  ?a  drug  Nivolumab   ,?a  hasRelapse  Yes,0.0706,0.504646,0.504646,706,1399,1399,?a
?a  drug  Afatinib  ?a  smokingHabit  Unknown   ,?a  sex  female,0.0438,0.504608,0.504608,438,868,868,?a
?a  drug  Afatinib  ?a  smokingHabit  Unknown   ,?a  ageCategory  young,0.0438,0.504608,0.504608,438,868,868,?a
?a  drug  Afatinib   ,?a  ageCategory  old,0.1766,0.504571,0.504571,1766,3500,3500,?a
?a  hasRelapse  Yes  ?a  smokingHabit  Unknown   ,?a  ageCategory  old,0.0609,0.504557,0.504557,609,1207,1207,?a
?a  biomarker  EGFR_Positive  ?a  drug  Cisplatin   ,?a  sex  female,0.0521,0.504356,0.504356,521,1033,1033,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Others   ,?a  hasRelapse  No,0.0637,0.504355,0.504355,637,1263,1263,?a
?a  comorbidity  Others  ?a  smokingHabit  NonSmoker   ,?a  sex  female,0.0528,0.504298,0.504298,528,1047,1047,?a
?a  comorbidity  Cardiopathy  ?a  hasRelapse  No   ,?a  ageCategory  young,0.106,0.504282,0.504282,1060,2102,2102,?a
?a  biomarker  ALK_Positive  ?a  drug  Carboplatin   ,?a  ageCategory  young,0.0537,0.504225,0.504225,537,1065,1065,?a
?a  ageCategory  old  ?a  drug  Vinorelbine   ,?a  hasRelapse  No,0.0897,0.504216,0.504216,897,1779,1779,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Nivolumab   ,?a  ageCategory  young,0.0726,0.504167,0.504167,726,1440,1440,?a
?a  drug  Cisplatin   ,?a  ageCategory  old,0.1772,0.504125,0.504125,1772,3515,3515,?a
?a  biomarker  EGFR_Positive  ?a  drug  Nivolumab   ,?a  hasRelapse  Yes,0.0489,0.504124,0.504124,489,970,970,?a
?a  drug  Cisplatin  ?a  smokingHabit  NonSmoker   ,?a  hasRelapse  Yes,0.043,0.504103,0.504103,430,853,853,?a
?a  smokingHabit  Unknown   ,?a  sex  male,0.1237,0.504075,0.504075,1237,2454,2454,?a
